country,Total_GDP,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029
Haiti,Local currency in bn (Nominal prices),2.52402,3.32172,3.8416,4.4678,4.26723,4.46183,4.31243,5.20318,6.55319,6.87891,6.42579,9.62539,11.0302,21.3827,23.9634,16.9488,23.1776,26.428,32.0212,33.0931,43.4469,47.5947,46.3584,53.0593,63.9665,73.6311,82.8096,93.7513,106.516,121.123,138.416,158.648,180.879,205.822,233.248
Haiti,Local currency in bn (Real prices),29.6096,35.3143,36.3034,36.922,32.9937,30.978,26.8372,29.5022,29.2702,25.2542,20.0864,26.1966,27.7964,47.7534,51.5974,34.5961,44.0098,47.6548,54.1525,53.5687,65.7896,63.9571,53.8551,53.0593,56.6075,58.5973,60.0746,61.9984,64.2115,66.5606,69.3376,72.4457,75.2935,78.101,80.6816
Haiti,Percentage growth,243.13,19.2663,2.80087,1.70409,-10.6395,-6.1091,-13.3671,9.9305,-0.786583,-13.7204,-20.4631,30.4198,6.10657,71.7972,8.04984,-32.95,27.2103,8.28226,13.6349,-1.078,22.8136,-2.78539,-15.7951,-1.47752,6.68715,3.51511,2.52103,3.20242,3.56966,3.65825,4.17213,4.48265,3.93092,3.72872,3.30418
Haiti,Percentage of GDP,6.19711,7.12097,7.11328,7.09208,6.16171,5.75126,5.03201,5.53365,5.47203,4.89996,3.82408,4.88256,5.01123,8.53293,8.94557,6.349,7.65307,8.05582,8.78433,8.44999,10.2555,9.82649,8.17693,7.91189,8.34298,8.58276,8.70744,8.8028,8.84761,8.86667,8.92273,9.0045,9.03905,9.05642,9.03732
Haiti,US$ in bn (Nominal prices),0.167046,0.211559,0.230664,0.266485,0.251934,0.210755,0.176529,0.177884,0.154678,0.179362,0.158863,0.238202,0.299235,0.546765,0.581669,0.425877,0.571965,0.629992,0.736749,0.73189,0.856833,0.751466,0.715742,0.784095,0.813,0.909943,1.00726,1.11985,1.24263,1.37589,1.52693,1.69969,1.88181,2.07936,2.28791
Haiti,US$ in bn (Real prices),0.437561,0.521863,0.53648,0.545622,0.48757,0.457784,0.396591,0.435975,0.432546,0.373199,0.296831,0.387126,0.410766,0.705685,0.762491,0.51125,0.650363,0.704228,0.800249,0.791622,0.97222,0.945139,0.795854,0.784095,0.836528,0.865933,0.887764,0.916194,0.948899,0.983612,1.02465,1.07058,1.11266,1.15415,1.19229
Jamaica,Local currency in bn (Nominal prices),61.2214,70.1094,74.4488,85.2446,92.9509,100.758,104.996,117.387,142.393,176.935,191.388,223.32,240.525,259.462,303.001,317.162,309.881,331.664,384.479,456.992,503.472,550.011,613.805,674.508,736.343,799.299,862.311,933.132,1015.71,1107.71,1211.87,1323.82,1448.58,1575.27,1724.17
Jamaica,Local currency in bn (Real prices),464.224,449.133,435.809,456.403,465.199,455.149,439.666,444.778,483.34,532.161,516.407,553.583,535.664,508.899,532.301,507.396,468.713,470.731,503.414,559.149,577.791,603.47,643.253,674.508,701.956,725.687,745.615,768.43,796.606,827.389,862.083,896.875,934.669,968.014,1009.06
Jamaica,Percentage growth,-4.45898,-3.25082,-2.96648,4.72533,1.92735,-2.16042,-3.40182,1.16281,8.66992,10.1008,-2.96049,7.19908,-3.2371,-4.9966,4.59866,-4.67873,-7.6239,0.430489,6.94313,11.0714,3.33405,4.44424,6.59251,4.85886,4.06923,3.38074,2.74605,3.05997,3.66667,3.86433,4.19309,4.0358,4.21401,3.56759,4.2398
Jamaica,Percentage of GDP,26.4858,25.5447,25.0333,26.5417,26.7884,26.0297,24.8262,24.9466,26.1506,28.4159,27.3304,28.4725,27.1586,26.0127,28.4424,27.5151,24.9847,25.2499,26.869,29.6414,30.3586,31.2782,32.9881,33.9647,34.6836,35.2616,35.5231,35.8297,36.2941,36.8529,37.55,38.2215,39.0028,39.5846,40.468
Jamaica,US$ in bn (Nominal prices),1.74211,1.88874,2.10281,2.33227,2.3807,2.34399,2.2827,2.42456,2.46607,2.89122,3.07299,3.39682,3.47619,3.56619,3.44734,3.63735,3.60777,3.73702,3.83554,4.11948,4.30695,4.39675,4.79668,5.16116,5.46748,5.90661,6.27674,6.6237,6.99653,7.3963,7.83536,8.28831,8.78157,9.24637,9.79751
Jamaica,US$ in bn (Real prices),3.55212,3.43665,3.3347,3.49228,3.55958,3.48268,3.36421,3.40333,3.69839,4.07196,3.95141,4.23588,4.09876,3.89396,4.07303,3.88246,3.58647,3.60191,3.85199,4.27846,4.42111,4.61759,4.92201,5.16116,5.37118,5.55277,5.70525,5.87983,6.09542,6.33097,6.59643,6.86265,7.15184,7.40699,7.72103
Martinique,Local currency in bn (Nominal prices),0.482347,0.592783,0.686764,0.677779,0.702502,0.647559,0.582646,0.553221,0.474337,0.527665,0.553372,0.580609,0.559202,0.550956,0.518465,0.524386,0.658583,0.703832,0.736554,0.789642,0.81195,0.812391,0.850329,0.888674,0.931945,0.985053,1.04197,1.103,1.17604,1.25408,1.33394,1.42672,1.53124,1.63277,1.74375
Martinique,Local currency in bn (Real prices),0.693957,0.841792,0.964618,0.94023,0.970401,0.885614,0.780864,0.725973,0.610377,0.668298,0.690127,0.702613,0.66081,0.640241,0.575331,0.588901,0.729614,0.749288,0.814174,0.866833,0.856341,0.848921,0.867334,0.888675,0.913672,0.946804,0.981872,1.01901,1.06519,1.1136,1.16129,1.2177,1.2813,1.33946,1.40247
Martinique,Percentage growth,14.1776,21.3032,14.5909,-2.52827,3.20892,-8.73729,-11.828,-7.02945,-15.9229,9.48927,3.2664,1.80918,-5.94958,-3.1127,-10.1384,2.35863,23.8943,2.6964,8.65968,6.46782,-1.21035,-0.866554,2.16905,2.46044,2.81287,3.62629,3.7038,3.78229,4.53184,4.54482,4.28219,4.85829,5.22234,4.5394,4.70376
Martinique,Percentage of GDP,10.746,12.4598,13.8338,13.0209,13.0037,11.7828,9.85682,9.06424,7.36324,7.75934,7.67509,7.60111,7.08511,6.88523,6.6173,6.47551,7.94335,8.15753,8.90849,9.35373,9.2037,9.22543,9.36272,9.42197,9.56638,9.83439,10.1264,10.43,10.8195,11.2265,11.5344,12.0042,12.5286,12.9826,13.4623
Martinique,US$ in bn (Nominal prices),0.631151,0.75239,0.779134,0.759621,0.748709,0.598094,0.521835,0.523111,0.536551,0.656364,0.688444,0.729012,0.766374,0.810707,0.723146,0.69522,0.916718,0.904275,0.978231,1.04904,0.900869,0.899185,0.960616,1.05233,1.09504,1.20669,1.30246,1.37875,1.47006,1.5676,1.66742,1.78339,1.91405,2.04096,2.17969
Martinique,US$ in bn (Real prices),0.821751,0.99681,1.14225,1.11337,1.1491,1.0487,0.924661,0.859663,0.722779,0.791366,0.817215,0.832,0.782499,0.758143,0.681279,0.697348,0.863974,0.887271,0.964105,1.02646,1.01404,1.00525,1.02706,1.05233,1.08193,1.12116,1.16269,1.20666,1.26134,1.31867,1.37514,1.44195,1.51725,1.58612,1.66073
"Bonaire, Sint Eustatius and Saba",Local currency in bn (Nominal prices),1.49026,1.16112,1.63112,1.71711,1.45073,1.34771,1.33572,1.62819,1.88024,1.98473,2.1105,2.06322,2.03489,2.25482,2.14199,2.06222,2.41338,2.99605,3.30534,3.48291,3.36506,3.25427,3.36335,3.49961,3.65507,3.86141,4.09965,4.29446,4.48753,4.69443,4.95053,5.2301,5.49917,5.78879,6.09472
"Bonaire, Sint Eustatius and Saba",Local currency in bn (Real prices),2.48646,1.87627,2.58594,2.60904,2.17922,1.93642,1.91769,2.31897,2.64624,2.75038,2.80021,2.65439,2.54169,2.63461,2.45852,2.30295,2.63365,3.16861,3.44975,3.58141,3.47702,3.36255,3.42053,3.4996,3.55552,3.64683,3.74814,3.80819,3.8635,3.92392,4.01746,4.12072,4.20652,4.29909,4.39445
"Bonaire, Sint Eustatius and Saba",Percentage growth,4.67046,-24.5406,37.8236,0.893318,-16.4745,-11.1413,-0.967384,20.9252,14.1128,3.93549,1.81167,-5.20767,-4.24569,3.65601,-6.68375,-6.328,14.36,20.3126,8.87262,3.81651,-2.91475,-3.29239,1.72439,2.31183,1.59766,2.56821,2.77802,1.6022,1.45229,1.56382,2.38393,2.57022,2.08215,2.20061,2.21834
"Bonaire, Sint Eustatius and Saba",Percentage of GDP,45.2561,33.682,45.8613,47.758,40.6248,36.841,35.9775,43.3326,48.6214,49.9357,50.2872,46.9012,43.8274,44.457,41.7071,39.0358,44.3695,53.4564,58.6652,61.6058,59.6439,58.2431,60.272,62.1627,61.3164,62.0228,62.9277,63.1155,63.2103,63.375,64.0531,65.0046,65.6378,66.3462,67.0845
"Bonaire, Sint Eustatius and Saba",US$ in bn (Nominal prices),0.832545,0.64867,0.911238,0.959282,0.810464,0.752909,0.746211,0.909601,1.05041,1.10879,1.17905,1.15263,1.13681,1.25968,1.19664,1.15208,1.34826,1.67377,1.84656,1.94576,1.87992,1.81803,1.87897,1.95509,2.04194,2.15721,2.29031,2.39914,2.507,2.62259,2.76566,2.92185,3.07216,3.23396,3.40487
"Bonaire, Sint Eustatius and Saba",US$ in bn (Real prices),1.38908,1.0482,1.44466,1.45757,1.21744,1.0818,1.07133,1.29551,1.47835,1.53653,1.56436,1.4829,1.41994,1.47185,1.37348,1.28656,1.47131,1.77017,1.92724,2.00079,1.94247,1.87852,1.91091,1.95509,1.98632,2.03733,2.09393,2.12748,2.15838,2.19213,2.24439,2.30208,2.35001,2.40172,2.455
Puerto Rico,Local currency in bn (Nominal prices),2.40039,2.92504,3.40537,3.86758,3.76531,3.8936,4.35065,4.37254,4.5654,5.28282,5.73806,5.74677,5.27479,6.32137,5.69186,5.19084,5.86621,6.26391,6.51366,6.31026,7.13573,6.99489,6.96878,6.7476,7.16289,7.58728,7.93055,8.25564,8.57164,8.91188,9.29299,9.69296,10.105,10.5407,10.9627
Puerto Rico,Local currency in bn (Real prices),5.11059,5.99334,6.8859,7.353,7.05423,7.0618,7.4792,7.32991,7.32905,8.25473,8.41173,7.98585,7.06283,7.94297,6.81253,6.06168,6.69177,7.06216,7.25795,6.9479,7.71679,7.23471,7.07331,6.7476,7.05704,7.36468,7.58412,7.77834,7.95671,8.1503,8.37325,8.60457,8.83777,9.08262,9.30662
Puerto Rico,Percentage growth,-19.9267,17.2729,14.8926,6.7834,-4.06321,0.107315,5.91068,-1.99605,-0.01,12.6304,1.90186,-5.06293,-11.5581,12.4616,-14.2319,-11.0217,10.3947,5.53504,2.77238,-4.27197,11.0666,-6.24719,-2.23093,-4.60482,4.58601,4.35933,2.97968,2.56082,2.29318,2.43301,2.73543,2.76263,2.71024,2.77044,2.46629
Puerto Rico,Percentage of GDP,5.55048,6.36178,6.96903,7.05169,6.41953,6.22286,6.19921,6.02024,6.01671,6.57702,6.83798,6.58458,5.89203,6.75077,5.9053,5.27624,5.84565,6.1674,6.35789,6.15961,6.91825,6.65961,6.74719,6.73979,6.87695,7.03602,7.17393,7.32104,7.47168,7.63589,7.82679,8.02463,8.22331,8.4319,8.62004
Puerto Rico,US$ in bn (Nominal prices),2.40039,2.92504,3.40537,3.86758,3.76531,3.8936,4.35065,4.37254,4.5654,5.28282,5.73806,5.74677,5.27479,6.32137,5.69186,5.19084,5.86621,6.26391,6.51366,6.31026,7.13573,6.99489,6.96878,6.7476,7.16289,7.58728,7.93055,8.25564,8.57164,8.91188,9.29299,9.69296,10.105,10.5407,10.9627
Puerto Rico,US$ in bn (Real prices),5.11059,5.99334,6.8859,7.353,7.05423,7.0618,7.4792,7.32991,7.32905,8.25473,8.41173,7.98585,7.06283,7.94297,6.81253,6.06168,6.69177,7.06216,7.25795,6.9479,7.71679,7.23471,7.07331,6.7476,7.05704,7.36468,7.58412,7.77834,7.95671,8.1503,8.37325,8.60457,8.83777,9.08262,9.30662
Saint Kitts and Nevis,Local currency in bn (Nominal prices),0.599964,0.630171,0.714641,0.688699,0.633609,0.500452,0.53628,0.517213,0.694464,0.987661,1.19417,1.31121,1.2514,1.11159,0.863231,0.91416,1.10508,1.13299,1.27183,1.35907,1.29129,1.36838,1.47587,1.71313,1.80961,1.91027,2.00577,2.11245,2.25018,2.40858,2.58889,2.80653,3.03164,3.25716,3.5053
Saint Kitts and Nevis,Local currency in bn (Real prices),1.01588,1.06244,1.15495,1.10057,0.984971,0.768312,0.791912,0.747732,1.00356,1.36934,1.66625,1.59029,1.43012,1.23162,0.947732,1.00639,1.16601,1.21865,1.3584,1.4186,1.36454,1.43979,1.49889,1.71313,1.77222,1.83214,1.88398,1.94318,2.02929,2.12955,2.24409,2.38504,2.52583,2.66051,2.80706
Saint Kitts and Nevis,Percentage growth,-19.1099,4.58327,8.70669,-4.7078,-10.5038,-21.9965,3.07168,-5.57883,34.2137,36.4486,21.6823,-4.55888,-10.0718,-13.88,-23.0497,6.18941,15.861,4.51422,11.4677,4.43151,-3.81097,5.51482,4.10482,14.2936,3.4491,3.38069,2.82968,3.14227,4.43152,4.94056,5.37881,6.28085,5.90288,5.3322,5.50821
Saint Kitts and Nevis,Percentage of GDP,74.1439,73.2241,74.1655,69.9578,60.2344,44.1216,43.1209,39.6904,55.268,72.7872,81.4268,76.3315,68.765,55.7149,44.2078,48.0241,54.3379,57.1339,59.7652,59.3738,54.4537,55.7022,56.4916,62.3828,62.5637,62.795,62.8131,63.0836,64.2097,65.7386,67.5849,70.1326,72.5317,74.6815,77.0236
Saint Kitts and Nevis,US$ in bn (Nominal prices),0.222209,0.233397,0.264682,0.255074,0.23467,0.185353,0.198622,0.19156,0.257209,0.3658,0.442284,0.485635,0.463482,0.411701,0.319715,0.338578,0.409287,0.419627,0.471048,0.503358,0.478257,0.506809,0.546617,0.634494,0.670228,0.707506,0.742877,0.782388,0.8334,0.892067,0.958849,1.03945,1.12283,1.20635,1.29826
Saint Kitts and Nevis,US$ in bn (Real prices),0.376252,0.393497,0.427757,0.40762,0.364804,0.28456,0.293301,0.276938,0.371689,0.507164,0.617129,0.588995,0.529673,0.456154,0.351012,0.372737,0.431857,0.451352,0.503112,0.525407,0.505384,0.533255,0.555144,0.634494,0.656379,0.678569,0.69777,0.719696,0.751589,0.788722,0.831146,0.883349,0.935492,0.985374,1.03965
Saint Lucia,Local currency in bn (Nominal prices),1.64239,1.6834,1.90292,2.05305,1.85916,1.93247,1.67454,1.57934,2.04658,2.382,2.82072,2.27881,2.31826,2.32581,2.15438,2.18675,2.31773,2.4564,2.63715,2.73092,2.92761,2.76262,2.8205,2.88832,3.11375,3.38667,3.62407,3.86351,4.11162,4.3674,4.63621,4.9531,5.25638,5.59474,5.95537
Saint Lucia,Local currency in bn (Real prices),2.82741,2.9148,3.22227,3.36862,2.96323,3.03644,2.685,2.51931,3.14983,3.60829,3.97554,3.07175,2.87899,2.91792,2.70822,2.57235,2.66343,2.74969,2.86662,2.83312,2.99842,2.95771,2.8982,2.88832,3.05869,3.25519,3.4084,3.55539,3.70227,3.84795,3.99689,4.17818,4.33858,4.51847,4.70621
Saint Lucia,Percentage growth,7.46336,3.09079,10.5485,4.54187,-12.0344,2.47087,-11.5741,-6.17111,25.0275,14.5552,10.1779,-22.7338,-6.27538,1.35216,-7.18666,-5.01691,3.54105,3.23855,4.25231,-1.16843,5.83433,-1.35767,-2.01186,-0.341164,5.89876,6.42421,4.70686,4.31239,4.13127,3.93495,3.87044,4.53578,3.839,4.14645,4.15499
Saint Lucia,Percentage of GDP,45.3235,44.4564,47.7868,46.7014,42.4785,42.6831,41.5294,40.8488,44.9894,46.4037,48.815,41.8691,40.3808,39.5956,37.1076,35.7401,36.6744,38.1614,39.6214,39.9514,40.6499,42.3444,42.7876,41.8258,43.0032,43.7518,44.2078,44.4229,44.6831,44.9223,45.3151,45.9587,46.4844,47.1005,47.6437
Saint Lucia,US$ in bn (Nominal prices),0.608291,0.623482,0.704785,0.760388,0.688577,0.71573,0.620201,0.584942,0.757994,0.882222,1.04471,0.844003,0.858615,0.861411,0.797918,0.809909,0.858417,0.909778,0.976722,1.01145,1.0843,1.02319,1.04463,1.06975,1.15324,1.25432,1.34225,1.43093,1.52282,1.61755,1.71712,1.83448,1.94681,2.07212,2.20569
Saint Lucia,US$ in bn (Real prices),1.04719,1.07956,1.19343,1.24764,1.09749,1.12461,0.994446,0.933077,1.1666,1.3364,1.47242,1.13769,1.06629,1.08071,1.00304,0.952721,0.986457,1.0184,1.06171,1.0493,1.11052,1.09545,1.07341,1.06975,1.13285,1.20562,1.26237,1.31681,1.37121,1.42517,1.48033,1.54747,1.60688,1.67351,1.74304
Saint Vincent and the Grenadines,Local currency in bn (Nominal prices),0.376088,0.423779,0.493344,0.515609,0.574774,0.563812,0.615839,0.651298,0.651177,0.680015,0.749698,0.841596,0.843207,0.759013,0.673609,0.686122,0.676786,0.720749,0.742138,0.726318,0.863716,0.907877,0.907593,0.993912,1.03956,1.09866,1.16491,1.23325,1.31433,1.40185,1.49179,1.59483,1.70567,1.82004,1.92852
Saint Vincent and the Grenadines,Local currency in bn (Real prices),0.562365,0.611164,0.699442,0.719539,0.794591,0.783949,0.802142,0.839772,0.866791,0.870246,0.931955,1.01561,0.93862,0.844731,0.756246,0.737573,0.729946,0.768983,0.774702,0.762633,0.88173,0.931691,0.920256,0.993912,1.02327,1.06245,1.10513,1.14698,1.19834,1.25297,1.30707,1.36976,1.43599,1.50195,1.55993
Saint Vincent and the Grenadines,Percentage growth,21.7784,8.67731,14.4444,2.87317,10.4306,-1.3393,2.32069,4.69117,3.21749,0.39859,7.09099,8.97646,-7.58086,-10.0028,-10.475,-2.46922,-1.03399,5.34792,0.743713,-1.55788,15.6165,5.66631,-1.22736,8.00385,2.95396,3.82915,4.01665,3.78734,4.47773,4.55848,4.31779,4.79588,4.83537,4.59312,3.8604
Saint Vincent and the Grenadines,Percentage of GDP,44.0785,47.3484,52.5405,51.1124,54.484,52.6974,53.039,52.2257,50.0568,48.2508,50.4179,51.0209,47.9109,40.4234,36.965,37.3032,37.073,38.5237,38.1119,37.0587,42.2669,43.8463,43.1745,45.5095,46.1727,47.2837,48.2864,48.9358,49.6323,50.3166,50.9,51.7334,52.6079,53.3811,53.794
Saint Vincent and the Grenadines,US$ in bn (Nominal prices),0.139292,0.156955,0.18272,0.190966,0.212879,0.208819,0.228089,0.241222,0.241177,0.251857,0.277666,0.311702,0.312299,0.281116,0.249485,0.254119,0.250661,0.266944,0.274866,0.269007,0.319895,0.336251,0.336145,0.368116,0.385021,0.406911,0.431448,0.456761,0.486788,0.519203,0.552517,0.590677,0.631728,0.674088,0.714268
Saint Vincent and the Grenadines,US$ in bn (Real prices),0.208283,0.226357,0.259053,0.266496,0.294293,0.290351,0.29709,0.311027,0.321034,0.322313,0.345169,0.376152,0.347637,0.312863,0.280091,0.273175,0.27035,0.284809,0.286927,0.282457,0.326567,0.345071,0.340836,0.368116,0.37899,0.393502,0.409307,0.424809,0.443831,0.464063,0.4841,0.507317,0.531848,0.556276,0.577751
Trinidad and Tobago,Local currency in bn (Nominal prices),2.67429,2.972,3.85328,4.355,4.06238,3.02054,5.58527,4.38885,6.63783,7.24984,8.156,7.08562,9.08532,9.51552,8.72403,10.533,11.398,13.556,12.7351,12.8625,12.4068,12.2682,13.1999,13.7115,14.996,15.974,17.0602,18.1998,19.5251,20.9566,22.4997,24.1333,25.8992,27.7854,29.8017
Trinidad and Tobago,Local currency in bn (Real prices),5.96198,6.49972,8.75045,10.0799,9.01092,5.97983,10.7574,8.91547,12.2051,12.2427,12.154,10.4075,11.8035,9.9864,12.6516,13.571,12.6695,15.0603,14.0293,13.6737,13.9699,13.9016,13.8809,13.7115,14.2672,14.4589,14.6915,14.9112,15.2194,15.5413,15.8747,16.1997,16.5401,16.8822,17.2272
Trinidad and Tobago,Percentage growth,-5.82789,8.89719,34.7755,15.8445,-10.8381,-33.8298,79.8983,-17.1239,37.7378,-0.303238,-1.2108,-19.0803,20.193,-15.5189,26.6888,7.26683,-6.64281,18.8706,-6.84583,-2.53487,2.16596,-0.488312,-0.1493,-1.2202,4.05216,1.34417,1.60851,1.49511,2.06731,2.11489,2.14502,2.04722,2.10111,2.06875,2.04353
Trinidad and Tobago,Percentage of GDP,8.43704,8.59282,10.7421,11.4409,9.47185,5.87985,10.1537,7.79686,9.32686,8.66662,8.10076,6.11088,6.6339,5.42854,7.19324,7.46783,6.99229,8.20565,7.47493,7.3602,7.50626,7.64296,7.87831,7.6399,7.75371,7.6929,7.66338,7.62544,7.63048,7.63908,7.64994,7.65348,7.66107,7.66653,7.671
Trinidad and Tobago,US$ in bn (Nominal prices),0.449627,0.494912,0.616358,0.691456,0.644935,0.479465,0.896052,0.702362,1.05444,1.15095,1.29469,1.12251,1.43573,1.51295,1.37931,1.65211,1.77835,2.10837,1.97671,2.00691,1.94543,1.83959,1.94703,2.03138,2.36111,2.59683,2.82594,3.04962,3.29301,3.52898,3.73271,3.90507,4.08547,4.27281,4.46696
Trinidad and Tobago,US$ in bn (Real prices),0.887515,0.966479,1.30258,1.50896,1.34542,0.890267,1.60158,1.32732,1.82823,1.82268,1.80061,1.45705,1.75127,1.4795,1.87436,2.01056,1.877,2.2312,2.07846,2.02577,2.06965,2.05955,2.05647,2.03138,2.11369,2.1421,2.17656,2.2091,2.25477,2.30246,2.35184,2.39999,2.45042,2.50111,2.55222
"Virgin Islands, British",Local currency in bn (Nominal prices),0.277778,0.346712,0.308939,0.349978,0.399414,0.445766,0.483841,0.490565,0.575054,0.532474,0.589118,0.601854,0.630922,0.715502,0.621177,0.699639,0.70322,0.769994,0.795817,0.882133,0.914401,0.947788,0.717224,0.658099,0.722388,0.77579,0.820479,0.859677,0.903157,0.947088,0.991906,1.03898,1.08399,1.12945,1.17684
"Virgin Islands, British",Local currency in bn (Real prices),0.424481,0.505042,0.427783,0.464512,0.518758,0.565942,0.597551,0.587639,0.686102,0.613223,0.67174,0.62612,0.605821,0.69406,0.669946,0.738574,0.752858,0.775261,0.819575,0.880527,0.898967,0.918874,0.735154,0.658099,0.704769,0.738409,0.761897,0.778825,0.79826,0.816672,0.834457,0.852736,0.867982,0.882326,0.896923
"Virgin Islands, British",Percentage growth,-2.23659,18.9786,-15.2975,8.58587,11.6781,9.09567,5.58505,-1.65871,16.7556,-10.6221,9.54243,-6.79122,-3.24214,14.5653,-3.47438,10.2438,1.93399,2.97572,5.71599,7.43707,2.09416,2.21447,-19.994,-10.4815,7.09165,4.77309,3.18092,2.22191,2.49541,2.30643,2.17776,2.19057,1.78788,1.65253,1.65443
"Virgin Islands, British",Percentage of GDP,71.3946,78.7918,60.3893,59.4188,60.5573,60.5654,60.9502,63.6843,82.4112,72.8312,69.0941,65.1926,63.677,73.5965,72.3552,79.8536,81.9603,88.4139,88.6803,94.0822,95.7973,97.5857,80.5916,69.9582,73.1461,75.3008,76.5708,76.8315,77.186,77.1793,77.4414,77.3373,76.969,76.9187,76.5179
"Virgin Islands, British",US$ in bn (Nominal prices),0.277778,0.346712,0.308939,0.349978,0.399414,0.445766,0.483841,0.490565,0.575054,0.532474,0.589118,0.601854,0.630922,0.715502,0.621177,0.699639,0.70322,0.769994,0.795817,0.882133,0.914401,0.947788,0.717224,0.658099,0.722388,0.77579,0.820479,0.859677,0.903157,0.947088,0.991906,1.03898,1.08399,1.12945,1.17684
"Virgin Islands, British",US$ in bn (Real prices),0.424481,0.505042,0.427783,0.464512,0.518758,0.565942,0.597551,0.587639,0.686102,0.613223,0.67174,0.62612,0.605821,0.69406,0.669946,0.738574,0.752858,0.775261,0.819575,0.880527,0.898967,0.918874,0.735154,0.658099,0.704769,0.738409,0.761897,0.778825,0.79826,0.816672,0.834457,0.852736,0.867982,0.882326,0.896923
"Virgin Islands, U.S.",Local currency in bn (Nominal prices),0.832008,0.410949,0.723538,0.831563,0.678683,0.452191,0.692581,1.08229,1.03674,1.04481,1.32259,1.35699,1.41994,1.62939,1.55956,1.62609,2.3483,3.05301,3.06908,2.81116,2.80501,2.80612,2.48456,2.34776,2.48285,2.65356,2.80009,2.95632,3.1336,3.33165,3.52608,3.73793,3.94254,4.17129,4.43453
"Virgin Islands, U.S.",Local currency in bn (Real prices),1.26892,0.609434,1.04841,1.18649,0.947412,0.610714,0.909527,1.79759,1.57829,1.45563,1.58141,1.66298,1.70257,2.22871,2.01379,2.05227,2.78619,3.1865,3.28456,3.09475,2.98122,2.92343,2.5417,2.34776,2.42703,2.53558,2.61544,2.69929,2.79683,2.90673,3.0072,3.1162,3.21288,3.32287,3.45315
"Virgin Islands, U.S.",Percentage growth,-8.1678,-51.9724,72.0297,13.1702,-20.1497,-35.5388,48.9286,97.6404,-12.1998,-7.77158,8.64037,5.15827,2.38074,30.9028,-9.64317,1.91072,35.7611,14.3678,3.07745,-5.77872,-3.66872,-1.9384,-13.0574,-7.63053,3.37643,4.47273,3.14958,3.20566,3.61351,3.92979,3.45645,3.62456,3.10242,3.42348,3.92068
"Virgin Islands, U.S.",Percentage of GDP,46.3644,22.0466,40.1208,43.2273,35.0396,19.3484,27.9244,33.1078,30.0242,27.5023,29.7948,30.1284,29.5637,38.3386,37.106,37.4761,55.3976,74.5545,81.5811,77.6135,74.6211,72.472,64.0142,58.8515,58.9542,60.2656,61.1028,62.1698,63.5269,65.1119,66.4324,67.8898,69.0296,70.4374,72.2787
"Virgin Islands, U.S.",US$ in bn (Nominal prices),0.832008,0.410949,0.723538,0.831563,0.678683,0.452191,0.692581,1.08229,1.03674,1.04481,1.32259,1.35699,1.41994,1.62939,1.55956,1.62609,2.3483,3.05301,3.06908,2.81116,2.80501,2.80612,2.48456,2.34776,2.48285,2.65356,2.80009,2.95632,3.1336,3.33165,3.52608,3.73793,3.94254,4.17129,4.43453
"Virgin Islands, U.S.",US$ in bn (Real prices),1.26892,0.609434,1.04841,1.18649,0.947412,0.610714,0.909527,1.79759,1.57829,1.45563,1.58141,1.66298,1.70257,2.22871,2.01379,2.05227,2.78619,3.1865,3.28456,3.09475,2.98122,2.92343,2.5417,2.34776,2.42703,2.53558,2.61544,2.69929,2.79683,2.90673,3.0072,3.1162,3.21288,3.32287,3.45315